"unitid","lon","lat"
191931,-73.785635,40.927107
193317,-73.779131,40.91042
193645,-73.781104,40.899427
441609,-74.089939,41.123903
195058,-74.088169,41.13324
417992,-74.35401,41.385641
374927,-74.428691,41.42455
194240,-74.426885,41.439476
197735,-74.066431,41.118499
243805,-74.07556,41.116162
192244,-74.070165,41.11491
245777,-74.06923,41.113974
420325,-74.065944,41.115776
194693,-74.072771,41.114311
189714,-74.021088,41.099737
194161,-73.931106,41.086425
190761,-73.95234,41.054111
192554,-73.960412,41.044023
195243,-73.934182,41.041126
404657,-74.04504,41.116795
418083,-73.977376,41.120977
197027,-73.762534,40.812154
432199,-73.93907,40.745341
190628,-73.935057,40.7445
190239,-73.919106,40.759165
189219,-73.98907,40.695286
190655,-73.987856,40.695483
189501,-73.990535,40.692662
195173,-73.991653,40.693076
194541,-73.986774,40.694371
188650,-73.991546,40.693797
191764,-73.983141,40.692209
431178,-73.98907,40.695286
192439,-73.980872,40.690134
443553,-73.982706,40.691141
192475,-73.996955,40.689299
404994,-73.986027,40.692405
196255,-73.943827,40.655283
427308,-73.98473,40.618944
197601,-73.983373,40.624918
194675,-73.979851,40.626507
189273,-73.981088,40.635503
192624,-73.988435,40.628037
195544,-73.968037,40.690485
194578,-73.962149,40.691154
190734,-73.948023,40.626439
190549,-73.95312,40.631912
194709,-73.95427,40.71209
197018,-73.959161,40.7057
405854,-73.956537,40.704205
196431,-73.972235,40.635963
189264,-73.993039,40.605394
383765,-73.989884,40.599279
196583,-73.971973,40.635509
193061,-73.979166,40.635169
193052,-73.969494,40.638251
197647,-73.979757,40.636889
386153,-73.985467,40.634807
194718,-73.989649,40.627942
405058,-73.99629,40.632449
375230,-73.992774,40.628855
194666,-73.98544,40.63192
189404,-74.020189,40.635279
193247,-73.966049,40.605043
188942,-73.950087,40.666388
190646,-73.957076,40.666256
418171,-73.958876,40.608355
245731,-73.960994,40.624029
194657,-73.963702,40.618467
189857,-73.970807,40.627852
197610,-73.969614,40.616427
192536,-74.00254,40.6788
190619,-73.934779,40.576446
443003,-73.95019,40.583803
190673,-73.754548,40.754858
189802,-73.79209,40.738983
189811,-73.79209,40.738983
190682,-73.824506,40.737078
194763,-73.81769,40.72325
190664,-73.815387,40.737771
188340,-73.881721,40.768348
194499,-73.891378,40.74926
443580,-73.8609,40.724945
193858,-73.84582,40.720535
441575,-73.84582,40.720535
189422,-73.847799,40.721403
193186,-73.909591,40.699612
197692,-73.8343,40.703857
415987,-73.796295,40.704694
440262,-73.781177,40.705278
195809,-73.795301,40.721979
190691,-73.794586,40.702661
439783,-73.638257,40.742666
364335,-73.608238,40.733453
418162,-73.61652,40.737642
188429,-73.653321,40.721439
193478,-73.589397,40.730088
197221,-73.644838,40.884352
192448,-73.593279,40.820043
191649,-73.60078,40.715959
192484,-73.629414,40.707801
436012,-73.627681,40.70867
195924,-73.633008,40.706315
417910,-73.585908,40.697596
195438,-73.740366,40.605336
194736,-73.670034,40.586478
194091,-73.608885,40.814402
196237,-73.570966,40.789842
193292,-73.626278,40.68597
189653,-73.707437,40.663414
445568,-73.57536,40.756287
444413,-73.751509,40.596827
191384,-73.752371,40.603796
191959,-73.417123,40.675466
189459,-73.495305,40.758196
195933,-73.093869,40.777825
192563,-73.287113,40.803845
262013,-73.19924,40.784874
192509,-73.28001,40.841522
196042,-73.426371,40.75408
195429,-73.41146,40.867498
191205,-73.369968,40.793327
192156,-73.412643,40.779377
191728,-73.503403,40.727856
189468,-73.515715,40.724766
420468,-73.375381,40.704982
190770,-73.164816,40.746051
195562,-73.00213,40.770898
418065,-73.00833,40.780472
366395,-73.056165,40.848963
383297,-73.201722,40.827293
437529,-73.519957,40.805326
418126,-73.517755,40.807605
196097,-73.123595,40.913138
192466,-72.40714,40.904348
196033,-74.504897,42.661622
195289,-73.671955,42.733091
431202,-74.298686,42.984198
191302,-74.294146,42.983048
193201,-73.76802,42.74964
194824,-73.678768,42.728983
191719,-73.682526,42.696462
391333,-73.673181,42.702142
195128,-73.693711,42.72821
195234,-73.78611,42.664664
192961,-73.750114,42.673642
418038,-73.836922,42.74311
434566,-73.820134,42.736379
188517,-73.810438,42.697996
407434,-73.784313,42.673789
188988,-73.788706,42.680756
188535,-73.777692,42.651264
188526,-73.778132,42.652559
188580,-73.773975,42.653178
192785,-73.805986,42.656506
195137,-73.779279,42.652593
195474,-73.75153,42.718586
196060,-73.825014,42.686917
193265,-73.903373,42.779336
195322,-73.949266,42.815783
190956,-73.915099,42.820703
196866,-73.928498,42.817578
439561,-73.90452,42.223002
418056,-73.976438,41.905936
196699,-74.129983,41.855225
189088,-73.906243,42.021803
246789,-73.922774,42.005744
190169,-73.787809,42.23018
437088,-73.90155,41.779541
190503,-73.931833,41.746225
193353,-74.012906,41.511212
196176,-74.088727,41.737205
438267,-73.923961,41.700589
192819,-73.934342,41.721955
431105,-73.866586,41.742609
190840,-73.904954,41.726476
197133,-73.894345,41.685105
431877,-74.778741,41.788239
195988,-74.668376,41.764174
197744,-74.621118,41.730939
419314,-73.630352,43.317954
188438,-73.655014,43.353441
197531,-73.809237,43.731024
196264,-73.779915,43.078304
195526,-73.785108,43.092696
418029,-73.755104,43.081713
417868,-73.469937,44.700095
196246,-73.467342,44.691103
190707,-73.469773,44.699991
190053,-73.442061,44.648105
194392,-74.253006,44.437366
194028,-74.119981,44.318645
189839,-76.543191,42.943802
430883,-76.616897,42.917744
197230,-76.696512,42.744314
189848,-75.854054,42.931946
196149,-76.197909,42.590158
196565,-76.287586,42.502006
367334,-76.195097,43.14248
434575,-76.174322,43.0813
440730,-76.203875,43.115889
189565,-76.240182,43.189609
364964,-76.259308,43.457841
196194,-76.543885,43.453047
193751,-76.756232,42.91173
417947,-76.144277,43.047991
195191,-76.148355,43.055355
189574,-76.136679,43.058795
195492,-76.160327,43.019909
196103,-76.139236,43.034355
196307,-76.138976,43.042951
190451,-76.138834,43.042264
194453,-76.158645,43.040055
192323,-76.088449,43.047316
194222,-76.196454,43.007418
196413,-76.136738,43.040525
191515,-75.408853,43.047809
190099,-75.535,42.8188
191612,-75.007367,43.032586
431275,-75.046219,43.01983
196051,-75.604369,42.891392
379621,-75.56033,43.14082
195702,-75.265888,43.082041
193283,-75.217197,43.077384
195687,-75.267492,43.083457
197081,-75.228627,43.101764
197045,-75.272407,43.095183
195669,-75.275967,43.096413
196112,-75.432486,43.136033
417886,-75.971274,43.970186
192022,-75.940004,43.987465
196015,-75.185005,44.607346
418074,-75.14417,44.58249
195216,-75.161343,44.589879
196200,-74.976889,44.662862
190044,-74.999947,44.663761
196024,-74.924225,42.270129
194569,-75.962421,42.101092
406361,-75.521879,42.585469
196185,-75.064186,42.466555
194259,-75.064661,42.4596
191533,-75.073609,42.454023
196079,-75.8876,42.105375
189547,-75.8876,42.105375
194879,-75.916926,42.099933
418010,-75.934739,42.129648
383525,-79.040253,42.648295
431196,-78.182909,43.014665
191339,-78.138024,43.016831
190309,-78.193,43.0013
189981,-78.656594,42.772212
196158,-79.336109,42.450961
420404,-78.770457,43.012044
191621,-78.82029,42.75505
193973,-79.046229,43.132713
374972,-78.770366,42.790182
193946,-78.877008,43.147025
441593,-78.866537,43.14606
192828,-78.823535,42.98558
190716,-78.890369,42.902263
189583,-78.874095,42.886474
191083,-78.872679,42.881771
189705,-78.851794,42.925319
375106,-78.857766,42.865334
409139,-78.82355,42.907358
196088,-78.820384,42.95594
192925,-78.856569,42.92895
196653,-78.812637,42.846625
431071,-78.696761,42.974993
441618,-78.758098,42.960266
196130,-78.88067,42.934199
190293,-78.83,42.958227
439622,-78.78642,42.851567
194435,-78.754766,42.828946
197142,-78.795666,42.913045
190725,-78.789025,42.965024
189556,-78.80981,43.02951
189954,-78.983878,43.106386
196121,-77.949824,43.209862
191199,-77.241801,42.867556
196167,-77.821999,42.796864
191630,-76.984813,42.858562
192800,-76.988008,42.877027
192192,-77.090518,42.61541
418001,-77.083344,43.041349
189592,-77.599522,43.085545
196440,-77.574943,43.147062
412544,-77.602691,43.21083
195720,-77.516979,43.117064
193584,-77.514417,43.102406
195155,-77.526326,43.102185
443702,-77.60377,43.132474
190080,-77.598551,43.131789
417901,-77.586912,43.192352
191940,-77.60368,43.185163
194967,-77.585507,43.19617
410496,-77.599568,43.085881
195003,-77.67521,43.090325
193326,-77.608488,43.101265
190318,-77.627186,43.086371
194958,-77.798964,43.126747
439817,-77.797762,43.12625
195030,-77.631042,43.126437
191986,-79.218862,42.115628
192004,-79.249373,42.095118
191676,-78.156882,42.426841
417983,-78.405395,42.093196
374990,-78.427986,42.084374
194204,-78.430182,42.081645
195164,-78.47586,42.07863
196006,-77.791057,42.258745
188641,-77.788625,42.255866
190442,-77.073708,42.11724
195793,-77.660564,42.313847
191968,-76.495057,42.42264
190415,-76.48269,42.445291
417974,-77.11844,42.173481
190974,-76.7993,42.085709
190983,-76.811333,42.092724
406325,-77.136244,42.192208
188915,-76.828353,42.10099
188924,-76.83686,42.087824
216463,-80.229331,40.593686
212656,-80.352545,40.773474
215336,-80.320347,40.754161
406413,-80.33572,40.763899
214698,-80.296235,40.678254
