state,county,pclon00,pclat00
20,083,-99.864354,38.082565
20,085,-95.751003,39.405545
20,087,-95.395299,39.213433
20,089,-98.206516,39.776336
20,091,-94.725587,38.936067
20,093,-101.23476,37.953957
20,095,-98.105303,37.605101
20,097,-99.269503,37.599865
20,099,-95.256863,37.25914
20,101,-100.48431,38.500052
20,103,-94.95581,39.251096
20,105,-98.179634,39.03697
20,107,-94.799926,38.229054
20,109,-100.93251,39.09417
20,111,-96.177571,38.415387
20,113,-97.648826,38.380036
20,115,-97.118391,38.321997
20,117,-96.56961,39.800611
20,119,-100.39541,37.291977
20,121,-94.849652,38.578308
20,123,-98.175833,39.452273
20,125,-95.692108,37.138966
20,127,-96.583158,38.695281
20,129,-101.83736,37.052375
20,131,-95.968682,39.827096
20,133,-95.393347,37.625824
20,135,-99.904315,38.498317
20,137,-99.880267,39.816812
20,139,-95.714618,38.697022
20,141,-98.709643,39.424192
20,143,-97.689657,39.103105
20,145,-99.149204,38.176319
20,147,-99.345949,39.755546
20,149,-96.306074,39.266379
20,151,-98.732815,37.646193
20,153,-101.04775,39.809942
20,155,-97.935627,38.050433
20,157,-97.658862,39.820389
20,159,-98.203268,38.319324
20,161,-96.632238,39.190899
20,163,-99.315008,39.31927
20,165,-99.283361,38.524041
20,167,-98.822538,38.905856
20,169,-97.607866,38.816137
20,171,-100.91363,38.481939
20,173,-97.343678,37.677317
20,175,-100.91587,37.053674
20,177,-95.704025,39.035309
20,179,-100.46396,39.361706
20,181,-101.72975,39.349379
20,183,-98.804197,39.770043
20,185,-98.731332,38.005591
20,187,-101.75293,37.564457
20,189,-101.32146,37.192206
20,191,-97.408431,37.300113
20,193,-101.04647,39.38369
20,195,-99.882572,38.998961
20,197,-96.180832,38.975487
20,199,-101.76685,38.882823
20,201,-97.059356,39.78356
20,203,-101.3507,38.501943
20,205,-95.742571,37.513086
20,207,-95.742169,37.874098
20,209,-94.701311,39.102915
21,001,-85.280127,37.10733
21,003,-86.204396,36.748567
21,005,-84.928217,38.025769
21,007,-88.980917,37.043572
21,009,-85.929185,36.99437
21,011,-83.740972,38.140132
21,013,-83.699162,36.690716
21,015,-84.675963,38.986056
21,017,-84.244802,38.20571
21,019,-82.665629,38.432249
21,021,-84.798604,37.636987
21,023,-84.072721,38.704332
21,025,-83.378183,37.517696
21,027,-86.41707,37.771671
21,029,-85.662285,38.022965
21,031,-86.678183,37.22032
21,033,-87.880183,37.12859
21,035,-88.304531,36.619117
21,037,-84.442779,39.039309
21,039,-88.950406,36.853976
21,041,-85.139461,38.669241
21,043,-83.039936,38.311983
21,045,-84.925451,37.303568
21,047,-87.477256,36.805727
21,049,-84.182008,37.985721
21,051,-83.739977,37.168439
21,053,-85.133719,36.715435
21,055,-88.095779,37.332755
21,057,-85.391774,36.776867
21,059,-87.095126,37.748063
21,061,-86.259047,37.202265
21,063,-83.106448,38.118579
21,065,-83.989,37.705478
21,067,-84.496455,38.018572
21,069,-83.712837,38.39028
21,071,-82.7389,37.546882
21,073,-84.86789,38.196315
21,075,-89.033693,36.538467
21,077,-84.845111,38.763822
21,079,-84.56825,37.641037
21,081,-84.60163,38.684329
21,083,-88.649347,36.739974
21,085,-86.306625,37.469207
21,087,-85.536251,37.263449
21,089,-82.813112,38.557469
21,091,-86.804408,37.867202
21,093,-85.919908,37.754678
21,095,-83.231975,36.865328
21,097,-84.315551,38.415305
21,099,-85.881541,37.276514
21,101,-87.564253,37.818242
21,103,-85.172964,38.432686
21,105,-88.963941,36.66783
21,107,-87.523973,37.302813
21,109,-83.994145,37.405858
21,111,-85.701339,38.202688
21,113,-84.586336,37.883071
21,115,-82.814264,37.829814
21,117,-84.547446,39.019836
21,119,-82.936359,37.329673
21,121,-83.907168,36.901368
21,123,-85.722089,37.544621
21,125,-84.089646,37.091772
21,127,-82.683785,38.075969
21,129,-83.702476,37.590107
21,131,-83.376445,37.110166
21,133,-82.805966,37.146473
21,135,-83.339978,38.564766
21,137,-84.66672,37.468248
21,139,-88.351666,37.137995
21,141,-86.870538,36.8577
21,143,-88.08038,37.065465
21,145,-88.645926,37.04877
21,147,-84.453465,36.714094
21,149,-87.221493,37.513751
21,151,-84.286148,37.705385
21,153,-83.054406,37.729829
21,155,-85.284616,37.56922
21,157,-88.339505,36.899186
21,159,-82.501,37.843745
21,161,-83.78868,38.618497
21,163,-86.133661,37.934273
21,165,-83.597589,37.941645
21,167,-84.849794,37.784858
21,169,-85.642922,36.99349
21,171,-85.727499,36.708208
21,173,-83.919093,38.034826
21,175,-83.262404,37.914354
21,177,-87.146033,37.237911
21,179,-85.465112,37.814643
21,181,-84.018786,38.325019
21,183,-86.862955,37.463568
21,185,-85.454655,38.3743
21,187,-84.832331,38.528946
21,189,-83.677235,37.452241
21,191,-84.360471,38.716518
21,193,-83.198068,37.254307
21,195,-82.41549,37.461635
21,197,-83.877865,37.849136
21,199,-84.613087,37.091683
21,201,-84.048902,38.522862
21,203,-84.34596,37.379504
21,205,-83.437124,38.197925
21,207,-85.059531,37.028361
21,209,-84.572834,38.23467
21,211,-85.223548,38.213248
21,213,-86.573324,36.732636
21,215,-85.352382,38.051859
21,217,-85.341688,37.351084
21,219,-87.170608,36.810542
21,221,-87.837578,36.848991
21,223,-85.332925,38.620619
21,225,-87.930708,37.653493
21,227,-86.433444,36.974506
21,229,-85.189036,37.738713
21,231,-84.843737,36.833036
21,233,-87.690523,37.496824
21,235,-84.137167,36.807961
21,237,-83.508401,37.743571
21,239,-84.726845,38.052481
22,001,-92.350973,30.274473
22,003,-92.766754,30.679264
22,005,-90.929949,30.241691
22,007,-91.06442,29.9256
22,009,-92.063029,31.050178
22,011,-93.291786,30.73813
22,013,-93.077175,32.391658
22,015,-93.656816,32.555985
22,017,-93.79977,32.476078
22,019,-93.262739,30.228661
22,021,-92.104805,32.079319
22,023,-93.232815,29.894431
22,025,-91.821872,31.689558
22,027,-93.035794,32.829727
22,029,-91.547275,31.593625
22,031,-93.772958,32.090382
22,033,-91.103294,30.464976
22,035,-91.199356,32.771924
22,037,-91.091493,30.829706
22,039,-92.36114,30.682291
22,041,-91.695386,32.138947
22,043,-92.563978,31.545407
22,045,-91.808994,29.992048
22,047,-91.239707,30.272988
22,049,-92.643438,32.282546
22,051,-90.15353,29.945222
22,053,-92.733762,30.238588
22,055,-92.042563,30.209046
22,057,-90.60819,29.676813
22,059,-92.173283,31.731234
22,061,-92.648543,32.549364
22,063,-90.837927,30.48135
22,065,-91.195862,32.400206
22,067,-91.884116,32.787134
22,069,-93.100599,31.762009
22,071,-90.050805,29.977005
22,073,-92.126209,32.511728
22,075,-89.807351,29.63048
22,077,-91.502725,30.675709
22,079,-92.459467,31.284471
22,081,-93.310157,32.056365
22,083,-91.71086,32.441914
22,085,-93.564993,31.581758
22,087,-89.935839,29.930386
22,089,-90.376075,29.938886
22,091,-90.692869,30.793994
22,093,-90.740344,30.020474
22,095,-90.514672,30.070055
22,097,-92.110782,30.520532
22,099,-91.829653,30.219237
22,101,-91.350818,29.743453
22,103,-89.934652,30.3763
22,105,-90.458531,30.57871
22,107,-91.295873,31.969161
22,109,-90.717889,29.586756
22,111,-92.408082,32.798824
22,113,-92.174294,29.984629
22,115,-93.242786,31.095054
22,117,-89.977099,30.835598
22,119,-93.341805,32.704101
22,121,-91.264284,30.447108
22,123,-91.430324,32.812876
22,125,-91.450009,30.890217
22,127,-92.673258,31.932121
23,001,-70.201292,44.118371
23,003,-68.090703,46.714564
23,005,-70.297417,43.747597
23,007,-70.223276,44.701723
23,009,-68.463225,44.464429
23,011,-69.748108,44.396849
23,013,-69.157388,44.129198
23,015,-69.555437,44.030217
23,017,-70.608985,44.294994
23,019,-68.78748,44.967341
23,021,-69.258354,45.243324
23,023,-69.86934,43.952638
23,025,-69.685229,44.819961
23,027,-69.08172,44.491909
23,029,-67.45296,44.869777
23,031,-70.636446,43.418154
24,001,-78.82173,39.629173
24,003,-76.595783,39.067634
24,005,-76.617623,39.367348
24,009,-76.540518,38.546178
24,011,-75.831935,38.869919
24,013,-76.992277,39.52771
24,015,-75.936203,39.614875
24,017,-76.952693,38.578875
24,019,-76.013321,38.565563
24,021,-77.401077,39.437827
24,023,-79.304909,39.509216
24,025,-76.310413,39.52175
24,027,-76.857464,39.218019
24,029,-76.064934,39.242117
24,031,-77.118317,39.082241
24,033,-76.892366,38.907291
24,035,-76.15825,39.018974
24,037,-76.582461,38.309783
24,039,-75.751874,38.12387
24,041,-76.10534,38.769171
24,043,-77.734936,39.617841
24,045,-75.593803,38.372058
24,047,-75.245005,38.297622
24,510,-76.620725,39.314881
25,001,-70.328016,41.690295
25,003,-73.217343,42.46323
25,005,-71.107952,41.79163
25,007,-70.603215,41.419527
25,009,-70.983958,42.623629
25,011,-72.562434,42.579031
25,013,-72.575124,42.126022
25,015,-72.576317,42.311857
25,017,-71.253895,42.448531
25,019,-70.092208,41.269931
25,021,-71.146372,42.203151
25,023,-70.856195,42.02629
25,025,-71.07872,42.333258
25,027,-71.806896,42.306288
26,001,-83.469884,44.664885
26,003,-86.691629,46.388874
26,005,-85.88087,42.599837
26,007,-83.502076,45.051064
26,009,-85.206092,44.982065
26,011,-83.883288,44.042142
26,013,-88.455222,46.764008
26,015,-85.33911,42.610575
26,017,-83.926003,43.631787
26,019,-86.031986,44.645652
26,021,-86.409206,41.989517
26,023,-85.035148,41.930266
26,025,-85.099128,42.290305
26,027,-86.038264,41.899526
26,029,-85.116959,45.246464
26,031,-84.516838,45.518032
26,033,-84.390808,46.377985
26,035,-84.825568,43.947747
26,037,-84.560188,42.902861
26,039,-84.670017,44.658119
26,041,-87.065,45.801218
26,043,-88.015471,45.832685
26,045,-84.74161,42.643456
26,047,-84.910028,45.436795
26,049,-83.695802,43.014171
26,051,-84.435626,43.966796
26,053,-89.996665,46.444801
26,055,-85.605983,44.714785
26,057,-84.629601,43.341767
26,059,-84.605774,41.914566
26,061,-88.539808,47.12691
26,063,-83.060768,43.834801
26,065,-84.490102,42.691228
26,067,-85.086215,42.958553
26,069,-83.541082,44.35701
26,071,-88.537832,46.098154
26,073,-84.80076,43.609271
26,075,-84.407117,42.241245
26,077,-85.581586,42.263953
26,079,-85.162167,44.723295
26,081,-85.630261,42.963797
26,083,-88.298859,47.334054
26,085,-85.796383,43.956753
26,087,-83.25483,43.060352
26,089,-85.730274,44.912365
26,091,-84.052874,41.92302
26,093,-83.854927,42.569596
26,095,-85.549756,46.337569
26,097,-84.875833,45.998029
26,099,-82.959525,42.577739
26,101,-86.189184,44.302478
26,103,-87.497722,46.486812
26,105,-86.348921,43.973462
26,107,-85.387545,43.657129
26,109,-87.583383,45.333768
26,111,-84.298757,43.641709
26,113,-85.175026,44.308062
26,115,-83.484797,41.899841
26,117,-85.171745,43.290013
26,119,-84.125935,44.999959
26,121,-86.216206,43.243257
26,123,-85.81174,43.470068
26,125,-83.305033,42.584276
26,127,-86.303331,43.634656
26,129,-84.119242,44.291891
26,131,-89.291486,46.719652
26,133,-85.353562,43.964057
26,135,-84.148834,44.695835
26,137,-84.666369,45.007827
26,139,-86.028179,42.909535
26,141,-83.87651,45.355288
26,143,-84.646868,44.36588
26,145,-83.988226,43.395733
26,147,-82.563774,42.903893
26,149,-85.524946,41.887118
26,151,-82.781491,43.36817
26,153,-86.224104,46.006886
26,155,-84.144521,42.943113
26,157,-83.437802,43.430136
26,159,-86.020344,42.262242
26,161,-83.725138,42.258981
26,163,-83.200595,42.34034
26,165,-85.482511,44.304356
27,001,-93.520669,46.569532
27,003,-93.272394,45.191038
27,005,-95.77422,46.852105
27,007,-94.856247,47.59308
27,009,-94.102824,45.633322
27,011,-96.444914,45.400753
27,013,-94.004178,44.125678
27,015,-94.601672,44.284441
27,017,-92.534618,46.645353
27,019,-93.677877,44.839739
27,021,-94.417151,46.844548
27,023,-95.613556,44.960397
27,025,-92.929683,45.457793
27,027,-96.669655,46.861795
27,029,-95.389671,47.562071
27,031,-90.334985,47.788858
27,033,-95.123587,43.94494
27,035,-94.152062,46.429931
27,037,-93.152741,44.77334
27,039,-92.816002,44.030052
27,041,-95.394846,45.909622
27,043,-93.954959,43.679546
27,045,-92.08352,43.688075
27,047,-93.361801,43.662104
27,049,-92.668581,44.451436
27,051,-95.942819,45.944459
27,053,-93.35747,44.971262
27,055,-91.439887,43.717996
27,057,-94.937483,47.053187
27,059,-93.26728,45.544855
27,061,-93.517221,47.317829
27,063,-95.114152,43.666897
27,065,-93.299873,45.886246
27,067,-95.017064,45.152625
27,069,-96.791779,48.731339
27,071,-93.492164,48.507264
27,073,-96.139562,44.984553
27,075,-91.544218,47.191889
27,077,-94.747723,48.768308
27,079,-93.727078,44.386169
27,081,-96.254525,44.379076
27,083,-95.796746,44.42734
27,085,-94.266946,44.857796
27,087,-95.837809,47.298236
27,089,-96.536057,48.31321
27,091,-94.511041,43.666839
27,093,-94.489411,45.134192
27,095,-93.6209,45.808069
27,097,-94.329922,45.985489
27,099,-92.898255,43.664354
27,101,-95.743085,43.9861
27,103,-94.067756,44.267459
27,105,-95.677675,43.639113
27,107,-96.479648,47.30814
27,109,-92.468285,44.021227
27,111,-95.798773,46.402289
27,113,-96.147877,48.102464
27,115,-92.893553,46.035526
27,117,-96.27152,43.985127
27,119,-96.539442,47.777561
27,121,-95.439243,45.626259
27,123,-93.106472,44.993418
27,125,-96.145093,47.876666
27,127,-95.191928,44.440523
27,129,-94.939304,44.721662
27,131,-93.259513,44.366322
27,133,-96.236942,43.64997
27,135,-95.654532,48.820149
27,137,-92.31526,47.096578
27,139,-93.467132,44.713506
27,141,-93.740315,45.407344
27,143,-94.180098,44.57958
27,145,-94.367231,45.555635
27,147,-93.215064,44.061084
27,149,-95.933372,45.581366
27,151,-95.690646,45.265074
27,153,-94.886035,46.072588
27,155,-96.547673,45.749419
27,157,-92.220242,44.300571
27,159,-95.048572,46.524694
27,161,-93.551579,44.059478
27,163,-92.918781,44.984594
27,165,-94.585666,43.992592
27,167,-96.527305,46.312872
27,169,-91.711562,44.024373
27,171,-93.861439,45.192584
27,173,-95.836965,44.737739
28,001,-91.360602,31.547728
28,003,-88.529602,34.908682
28,005,-90.819534,31.182794
28,007,-89.588695,33.06465
28,009,-89.20618,34.812448
28,011,-90.780931,33.77752
28,013,-89.307593,33.927754
28,015,-89.922951,33.455043
28,017,-88.929649,33.931491
28,019,-89.240059,33.34027
28,021,-90.966015,31.931129
28,023,-88.727134,32.052278
28,025,-88.69733,33.625385
28,027,-90.568036,34.22267
28,029,-90.381769,31.895614
28,031,-89.549487,31.640899
28,033,-89.96554,34.930935
28,035,-89.291607,31.312969
28,037,-90.878607,31.471424
28,039,-88.597608,30.872795
28,041,-88.632942,31.195648
28,043,-89.80182,33.770148
28,045,-89.404629,30.362854
28,047,-89.060356,30.421788
28,049,-90.251496,32.30985
28,051,-90.034072,33.095054
28,053,-90.520931,33.155957
28,055,-91.014089,32.878313
28,057,-88.40107,34.291734
28,059,-88.647547,30.435342
28,061,-89.142864,31.967698
28,063,-91.055413,31.716008
28,065,-89.817047,31.575792
28,067,-89.163966,31.671012
28,069,-88.668827,32.757776
28,071,-89.522397,34.362664
28,073,-89.441875,31.253093
28,075,-88.689448,32.401073
28,077,-90.106826,31.555497
28,079,-89.509464,32.736803
28,081,-88.703031,34.268785
28,083,-90.217678,33.518339
28,085,-90.453647,31.554865
28,087,-88.395897,33.514169
28,089,-90.092873,32.513672
28,091,-89.828529,31.248454
28,093,-89.537906,34.810681
28,095,-88.499397,33.922988
28,097,-89.680343,33.496097
28,099,-89.116155,32.753086
28,101,-89.126214,32.411213
28,103,-88.551113,33.129991
28,105,-88.831627,33.449622
28,107,-89.942556,34.351505
28,109,-89.631889,30.641689
28,111,-88.988024,31.2598
28,113,-90.437218,31.21235
28,115,-89.01297,34.250833
28,117,-88.55202,34.630125
28,119,-90.266826,34.271615
28,121,-90.034904,32.27313
28,123,-89.525787,32.402509
28,125,-90.856763,32.923525
28,127,-89.852616,31.915408
28,129,-89.501418,31.96989
28,131,-89.136042,30.816147
28,133,-90.586947,33.598866
28,135,-90.168674,33.970924
28,137,-89.940139,34.647399
28,139,-88.92638,34.768278
28,141,-88.228225,34.724144
28,143,-90.366258,34.684985
28,145,-89.008586,34.486155
28,147,-90.118039,31.147518
28,149,-90.849406,32.324659
28,151,-91.009167,33.369994
28,153,-88.658271,31.651416
28,155,-89.230999,33.582315
28,157,-91.240475,31.126255
28,159,-89.045427,33.086561
28,161,-89.696282,34.080085
28,163,-90.382468,32.823178
29,001,-92.583273,40.196313
29,003,-94.816436,39.924195
29,005,-95.434331,40.424237
29,007,-91.814346,39.204329
29,009,-93.860765,36.732641
29,011,-94.306354,37.492826
29,013,-94.362922,38.271293
29,015,-93.304524,38.305161
29,017,-90.001058,37.334191
29,019,-92.320756,38.962781
29,021,-94.823685,39.74986
29,023,-90.409935,36.751259
29,025,-93.984093,39.665428
29,027,-91.989754,38.802427
29,029,-92.75252,38.072866
29,031,-89.604815,37.350975
29,033,-93.498977,39.409266
29,035,-90.904404,36.947075
29,037,-94.424611,38.740213
29,039,-93.902829,37.771064
29,041,-92.936458,39.485757
29,043,-93.260643,37.022959
29,045,-91.709011,40.4139
29,047,-94.49431,39.243913
29,049,-94.368608,39.603949
29,051,-92.22205,38.554839
29,053,-92.77774,38.911405
29,055,-91.323198,38.058357
29,057,-93.833016,37.416554
29,059,-93.065855,37.647653
29,061,-93.981582,39.941674
29,063,-94.353235,39.824305
29,065,-91.539446,37.630032
29,067,-92.587621,36.939446
29,069,-90.058169,36.3284
29,071,-91.000351,38.434337
29,073,-91.492522,38.459936
29,075,-94.428606,40.197143
29,077,-93.30253,37.19721
29,079,-93.594464,40.090518
29,081,-93.995574,40.317041
29,083,-93.73855,38.395263
29,085,-93.335754,37.907382
29,087,-95.202204,40.091074
29,089,-92.712794,39.139926
29,091,-91.873508,36.792553
29,093,-90.718197,37.575555
29,095,-94.458432,39.014401
29,097,-94.441797,37.127376
29,099,-90.476725,38.341761
29,101,-93.762389,38.753525
29,103,-92.155082,40.149531
29,105,-92.654642,37.670862
29,107,-93.840069,39.058291
29,109,-93.796738,37.03459
29,111,-91.64576,40.086277
29,113,-90.924922,39.013863
29,115,-93.063472,39.797775
29,117,-93.556309,39.792927
29,119,-94.402444,36.618746
29,121,-92.511331,39.799798
29,123,-90.30053,37.532726
29,125,-91.883407,38.170121
29,127,-91.453714,39.739681
29,129,-93.569306,40.428406
29,131,-92.506651,38.250246
29,133,-89.363561,36.854523
29,135,-92.618522,38.631214
29,137,-91.971981,39.520968
29,139,-91.469211,38.953532
29,141,-92.849683,38.38071
29,143,-89.662003,36.595738
29,145,-94.409973,36.921949
29,147,-94.869302,40.35392
29,149,-91.462675,36.617649
29,151,-91.883187,38.458463
29,153,-92.428658,36.624709
29,155,-89.749304,36.185127
29,157,-89.855142,37.713723
29,159,-93.246669,38.703844
29,161,-91.749478,37.94184
29,163,-91.151355,39.368459
29,165,-94.684036,39.26125
29,167,-93.404416,37.603738
29,169,-92.175715,37.827603
29,171,-92.977642,40.478862
29,173,-91.464745,39.575242
29,175,-92.453499,39.411925
29,177,-94.059013,39.33326
29,179,-90.971493,37.338608
29,181,-90.79256,36.624645
29,183,-90.634712,38.773939
29,185,-93.775859,38.058629
29,186,-90.16426,37.938062
29,187,-90.492769,37.832624
29,189,-90.382973,38.65006
29,195,-93.203607,39.113639
29,197,-92.521293,40.465243
29,199,-92.146837,40.448226
29,201,-89.579111,37.009381
29,203,-91.430183,37.068448
29,205,-92.076894,39.75347
29,207,-89.968883,36.849198
29,209,-93.441377,36.714035
29,211,-93.106615,40.219476
29,213,-93.181657,36.653673
29,215,-91.969438,37.310347
29,217,-94.340389,37.836182
29,219,-91.107295,38.783246
29,221,-90.785138,37.949567
29,223,-90.517195,37.109562
29,225,-92.901166,37.268132
29,227,-94.439313,40.483913
29,229,-92.428836,37.193402
29,510,-90.253655,38.625222
30,001,-112.70022,45.221689
30,003,-107.50775,45.559786
30,005,-108.90547,48.447437
30,007,-111.51896,46.310413
30,009,-109.08441,45.317445
30,011,-104.52546,45.673295
30,013,-111.3064,47.490998
30,015,-110.4229,47.927041
30,017,-105.81421,46.402673
30,019,-105.43574,48.788641
30,021,-104.75224,47.139134
30,023,-112.95345,46.135876
30,025,-104.31398,46.36166
30,027,-109.41125,47.096578
30,029,-114.27381,48.254406
30,031,-111.12133,45.677449
30,033,-106.94786,47.287656
30,035,-112.78951,48.602034
30,037,-109.1573,46.282512
30,039,-113.2901,46.453004
30,041,-109.76676,48.521208
30,043,-112.05191,46.24264
30,045,-110.1854,47.105189
30,047,-114.11747,47.603312
30,049,-112.02819,46.644915
30,051,-110.97531,48.551135
30,053,-115.45036,48.530616
30,055,-105.63158,47.582096
30,057,-111.97301,45.446474
30,059,-110.85456,46.530254
30,061,-114.89919,47.189638
30,063,-114.0152,46.874866
30,065,-108.48158,46.424062
30,067,-110.59557,45.593815
30,069,-108.30014,47.024307
30,071,-107.86111,48.37582
30,073,-112.13439,48.210636
30,075,-105.54161,45.430919
30,077,-112.75776,46.451386
30,079,-105.266,46.806996
30,081,-114.12189,46.344787
30,083,-104.21419,47.72018
30,085,-105.23954,48.134429
30,087,-106.61338,45.925785
30,089,-115.16163,47.630352
30,091,-104.5017,48.738232
30,093,-112.52473,45.98869
30,095,-109.27342,45.609092
30,097,-109.91585,45.826792
30,099,-112.05134,47.775114
30,101,-111.84856,48.597828
30,103,-107.22982,46.24262
30,105,-106.54147,48.23934
30,107,-109.83445,46.463708
30,109,-104.19656,46.970954
30,111,-108.53723,45.789902
31,001,-98.414988,40.582496
31,003,-98.055474,42.148113
31,005,-101.67469,41.571593
31,007,-103.6996,41.556821
31,009,-99.999067,41.908448
31,011,-98.018705,41.680969
31,013,-102.90632,42.138214
31,015,-98.738775,42.892071
31,017,-99.85311,42.539382
31,019,-99.068053,40.739973
31,021,-96.34418,41.849003
31,023,-97.14036,41.24274
31,025,-96.060268,40.94482
31,027,-97.25439,42.576796
31,029,-101.61981,40.500786
31,031,-100.77323,42.782051
31,033,-102.98426,41.170398
31,035,-98.033032,40.540521
31,037,-97.077794,41.529282
31,039,-96.760285,41.895892
31,041,-99.668162,41.4036
31,043,-96.443728,42.444213
31,045,-103.07518,42.780679
31,047,-99.862164,40.829173
31,049,-102.34161,41.087516
31,051,-96.829177,42.439975
31,053,-96.534282,41.477425
31,055,-96.047236,41.258903
31,057,-101.61969,40.096339
31,059,-97.577521,40.54263
31,061,-98.94461,40.188647
31,063,-100.39793,40.608913
31,065,-99.926182,40.245641
31,067,-96.715728,40.267976
31,069,-102.31778,41.422846
31,071,-99.103922,41.805029
31,073,-99.829908,40.58829
31,075,-101.72628,41.980612
31,077,-98.493793,41.559928
31,079,-98.378254,40.914947
31,081,-98.021285,40.879579
31,083,-99.402722,40.145207
31,085,-101.05729,40.497489
31,087,-101.01404,40.21201
31,089,-98.740839,42.456034
31,091,-101.06713,42.015637
31,093,-98.497434,41.189396
31,095,-97.138905,40.165479
31,097,-96.236597,40.400897
31,099,-98.993687,40.506459
31,101,-101.69564,41.140856
31,103,-99.701908,42.872538
31,105,-103.6623,41.23019
31,107,-97.785137,42.616512
31,109,-96.672773,40.8026
31,111,-100.788,41.11979
31,113,-100.49614,41.485978
31,115,-99.405762,41.810846
31,117,-101.00519,41.565549
31,119,-97.465776,42.001571
31,121,-98.040873,41.130847
31,123,-103.15279,41.706994
31,125,-97.903363,41.401977
31,127,-95.835102,40.402524
31,129,-98.05628,40.117731
31,131,-96.023695,40.667826
31,133,-96.181897,40.131629
31,135,-101.66639,40.845495
31,137,-99.406779,40.469045
31,139,-97.592088,42.265927
31,141,-97.390638,41.472988
31,143,-97.557553,41.174631
31,145,-100.58333,40.204826
31,147,-95.672791,40.102753
31,149,-99.488744,42.536456
31,151,-97.031994,40.573844
31,153,-96.008922,41.152018
31,155,-96.573804,41.201888
31,157,-103.68323,41.866342
31,159,-97.109915,40.871272
31,161,-102.39986,42.699508
31,163,-98.967634,41.22247
31,165,-103.82438,42.385651
31,167,-97.244934,41.980131
31,169,-97.628457,40.178954
31,171,-100.56431,41.964995
31,173,-96.523771,42.155638
31,175,-98.949562,41.571214
31,177,-96.161145,41.509768
31,179,-97.062672,42.22249
31,181,-98.485034,40.194071
31,183,-98.551961,41.875518
31,185,-97.605924,40.866801
32,001,-118.79349,39.472837
32,003,-115.13735,36.145263
32,005,-119.76462,38.9539
32,007,-115.49278,40.879234
32,009,-117.60112,37.740394
32,011,-116.15845,39.868738
32,013,-117.7456,41.0385
32,015,-116.9308,40.524915
32,017,-114.65579,37.675875
32,019,-119.32739,39.283426
32,021,-118.63733,38.59491
32,023,-116.24444,36.602295
32,027,-118.29339,40.348511
32,029,-119.61766,39.384031
32,031,-119.798,39.530732
32,033,-114.84956,39.28382
32,510,-119.75402,39.16612
33,001,-71.445152,43.520945
33,003,-71.175574,43.806947
33,005,-72.263887,42.898957
33,007,-71.358774,44.556098
33,009,-71.962394,43.838003
33,011,-71.530653,42.87903
33,013,-71.583804,43.246165
33,015,-71.103617,42.934948
33,017,-70.953044,43.247261
33,019,-72.265222,43.36624
34,001,-74.573671,39.423226
34,003,-74.057528,40.919202
34,005,-74.834223,39.98027
34,007,-75.029459,39.865625
34,009,-74.79785,39.100373
34,011,-75.088756,39.429365
34,013,-74.216753,40.768569
34,015,-75.122017,39.750163
34,017,-74.062722,40.742858
34,019,-74.89705,40.574661
34,021,-74.703674,40.255412
34,023,-74.385573,40.488972
34,025,-74.139763,40.292593
34,027,-74.500218,40.859401
34,029,-74.207516,39.970574
34,031,-74.191793,40.926466
34,033,-75.379425,39.624761
34,035,-74.579279,40.56499
34,037,-74.653273,41.08912
34,039,-74.294539,40.659778
34,041,-75.014526,40.796063
35,001,-106.60247,35.106187
35,003,-108.58287,33.884762
35,005,-104.51156,33.364629
35,006,-107.80969,35.110509
35,007,-104.62736,36.70523
35,009,-103.22492,34.418905
35,011,-104.24816,34.457758
35,013,-106.72984,32.239277
35,015,-104.28828,32.540145
35,017,-108.23851,32.77846
35,019,-104.79573,34.919747
35,021,-104.01549,35.891096
35,023,-108.75742,32.277604
35,025,-103.19506,32.750197
35,027,-105.63169,33.422764
35,028,-106.26829,35.867691
35,029,-107.74116,32.216243
35,031,-108.62584,35.518941
35,033,-105.23479,36.002349
35,035,-105.95959,32.869209
35,037,-103.65697,35.17722
35,039,-106.2002,36.197407
35,041,-103.35094,34.165113
35,043,-106.65006,35.349827
35,045,-108.23516,36.713058
35,047,-105.29617,35.572247
35,049,-105.99907,35.634001
35,051,-107.28029,33.106623
35,053,-106.95392,34.154394
35,055,-105.60874,36.43745
35,057,-106.09769,34.871099
35,059,-103.28545,36.453466
35,061,-106.7197,34.751037
36,001,-73.814233,42.678066
36,003,-78.020567,42.226801
36,005,-73.881928,40.849951
36,007,-75.933191,42.122015
36,009,-78.606673,42.224267
36,011,-76.560755,42.940095
36,013,-79.315313,42.246904
36,015,-76.812331,42.116644
36,017,-75.570013,42.481798
36,019,-73.548883,44.731944
36,021,-73.682168,42.276913
36,023,-76.143291,42.597101
36,025,-74.997944,42.242972
36,027,-73.840468,41.686216
36,029,-78.795544,42.888143
36,031,-73.685145,44.166026
36,033,-74.340621,44.705699
36,035,-74.331296,43.06014
36,037,-78.172679,43.000121
36,039,-73.973376,42.298326
36,041,-74.395268,43.618468
36,043,-74.994246,43.070026
36,045,-75.898971,44.019295
36,047,-73.954557,40.649704
36,049,-75.446296,43.785537
36,051,-77.765392,42.763754
36,053,-75.720031,42.986917
36,055,-77.620143,43.161748
36,057,-74.341972,42.933637
36,059,-73.601185,40.715749
36,061,-73.964923,40.780432
36,063,-78.856419,43.134634
36,065,-75.361773,43.149482
