state,county,pclon00,pclat00
05,145,-91.756135,35.249876
05,147,-91.253394,35.221242
05,149,-93.295401,35.112768
06,001,-122.10549,37.705798
06,003,-119.85509,38.721301
06,005,-120.76562,38.398264
06,007,-121.70499,39.669931
06,009,-120.61588,38.176349
06,011,-122.08706,39.162596
06,013,-122.04927,37.939255
06,015,-124.16068,41.795554
06,017,-120.68462,38.759997
06,019,-119.77232,36.736003
06,021,-122.17591,39.656536
06,023,-124.08735,40.756735
06,025,-115.5238,32.845927
06,027,-118.27464,37.16268
06,029,-118.91673,35.372878
06,031,-119.73393,36.237786
06,033,-122.74056,38.977625
06,035,-120.55382,40.477505
06,037,-118.24094,34.0577
06,039,-119.99704,37.049213
06,041,-122.54829,37.986065
06,043,-119.93733,37.542289
06,045,-123.39694,39.283755
06,047,-120.62256,37.282628
06,049,-120.64988,41.534943
06,051,-118.98948,37.787472
06,053,-121.6666,36.621275
06,055,-122.32937,38.343727
06,057,-120.92759,39.217391
06,059,-117.86772,33.736492
06,061,-121.13647,38.85398
06,063,-120.8435,39.994672
06,065,-117.05238,33.811806
06,067,-121.37938,38.575331
06,069,-121.40134,36.843372
06,071,-117.3511,34.180761
06,073,-117.11363,32.882077
06,075,-122.4394,37.759376
06,077,-121.29141,37.944264
06,079,-120.67311,35.339069
06,081,-122.34129,37.56346
06,083,-120.07063,34.622048
06,085,-121.91108,37.31516
06,087,-121.93911,36.987764
06,089,-122.29273,40.584124
06,091,-120.42045,39.613307
06,093,-122.48738,41.570696
06,095,-122.0741,38.23289
06,097,-122.72102,38.41282
06,099,-120.95952,37.62417
06,101,-121.64389,39.132716
06,103,-122.21636,40.108117
06,105,-123.06026,40.686135
06,107,-119.22579,36.248899
06,109,-120.3267,37.974786
06,111,-119.02623,34.242977
06,113,-121.73373,38.602556
06,115,-121.49294,39.151949
08,001,-104.94624,39.865496
08,003,-105.87963,37.484761
08,005,-104.86297,39.649777
08,007,-107.08469,37.23721
08,009,-102.51117,37.363678
08,011,-103.15317,38.074151
08,013,-105.18088,40.050792
08,014,NA,NA
08,015,-106.07906,38.67194
08,017,-102.45832,38.820056
08,019,-105.53202,39.712993
08,021,-105.98792,37.192342
08,023,-105.45064,37.280527
08,025,-103.83831,38.195717
08,027,-105.37147,38.13627
08,029,-107.90433,38.802098
08,031,-104.96502,39.71907
08,033,-108.7827,37.74073
08,035,-104.88567,39.49251
08,037,-106.69711,39.593335
08,039,-104.51329,39.37385
08,041,-104.76712,38.867198
08,043,-105.20268,38.422452
08,045,-107.53647,39.504997
08,047,-105.48063,39.856337
08,049,-105.99359,40.057552
08,051,-106.94469,38.647794
08,053,-107.30655,37.987267
08,055,-104.87279,37.617812
08,057,-106.29062,40.693974
08,059,-105.12761,39.722627
08,061,-102.69838,38.471161
08,063,-102.45493,39.310893
08,065,-106.30611,39.246589
08,067,-107.81195,37.263909
08,069,-105.10838,40.505112
08,071,-104.51231,37.194988
08,073,-103.60469,39.177935
08,075,-103.18488,40.643382
08,077,-108.53416,39.090745
08,079,-106.93226,37.804675
08,081,-107.62788,40.515219
08,083,-108.55746,37.370448
08,085,-107.95107,38.477616
08,087,-103.77886,40.255465
08,089,-103.65778,38.024315
08,091,-107.74442,38.138968
08,093,-105.58791,39.329409
08,095,-102.3897,40.602312
08,097,-106.90409,39.233506
08,099,-102.54019,38.082175
08,101,-104.63389,38.258034
08,103,-108.28658,40.05341
08,105,-106.24194,37.616964
08,107,-106.90384,40.449815
08,109,-106.04951,37.889694
08,111,-107.66656,37.809383
08,113,-107.96526,37.974704
08,115,-102.32526,40.960478
08,117,-106.05574,39.575186
08,119,-105.13194,38.945306
08,121,-103.16099,40.08427
08,123,-104.76081,40.347779
08,125,-102.48408,40.063094
09,001,-73.36466,41.206901
09,003,-72.717091,41.762235
09,005,-73.189735,41.728208
09,007,-72.568351,41.475891
09,009,-72.940788,41.395343
09,011,-72.096486,41.440807
09,013,-72.374936,41.843532
09,015,-71.994382,41.804832
10,001,-75.556099,39.117372
10,003,-75.628747,39.699043
10,005,-75.356238,38.659345
11,001,-77.014001,38.910092
12,001,-82.379638,29.66604
12,003,-82.187307,30.284799
12,005,-85.654245,30.202103
12,007,-82.128462,29.952838
12,009,-80.688453,28.24358
12,011,-80.220032,26.13885
12,013,-85.113568,30.460801
12,015,-82.117828,26.958364
12,017,-82.450973,28.859855
12,019,-81.79736,30.081565
12,021,-81.708212,26.191595
12,023,-82.659267,30.12944
12,027,-81.86742,27.189963
12,029,-83.061464,29.628489
12,031,-81.623293,30.302269
12,033,-87.271363,30.482227
12,035,-81.223269,29.525009
12,037,-84.814358,29.793371
12,039,-84.584516,30.601049
12,041,-82.807251,29.700271
12,043,-81.171137,26.909123
12,045,-85.261726,29.951983
12,047,-82.988853,30.499265
12,049,-81.813841,27.551158
12,051,-81.203455,26.716163
12,053,-82.495409,28.504911
12,055,-81.439,27.459772
12,057,-82.410617,27.98312
12,059,-85.757209,30.84954
12,061,-80.433647,27.667485
12,063,-85.207671,30.799105
12,065,-83.889262,30.505007
12,067,-83.169058,30.060306
12,069,-81.756071,28.771594
12,071,-81.872663,26.575969
12,073,-84.272398,30.466331
12,075,-82.6724,29.372623
12,077,-84.914505,30.405396
12,079,-83.43527,30.474338
12,081,-82.553521,27.475883
12,083,-82.120154,29.154387
12,085,-80.241296,27.144623
12,086,-80.293921,25.78094
12,087,-81.248599,24.742865
12,089,-81.647834,30.608799
12,091,-86.569578,30.526351
12,093,-80.821092,27.269273
12,095,-81.386378,28.541206
12,097,-81.373812,28.273774
12,099,-80.143893,26.609343
12,101,-82.54203,28.269642
12,103,-82.728013,27.897494
12,105,-81.812731,28.02073
12,107,-81.717411,29.609732
12,109,-81.393463,29.972501
12,111,-80.34349,27.359153
12,113,-87.046781,30.558241
12,115,-82.451715,27.223762
12,117,-81.316725,28.693009
12,119,-82.062961,28.786691
12,121,-82.98877,30.217707
12,123,-83.58318,30.068465
12,125,-82.348984,30.011553
12,127,-81.115275,29.083901
12,129,-84.344512,30.175257
12,131,-86.177707,30.616203
12,133,-85.622275,30.661353
13,001,-82.335608,31.771262
13,003,-82.888542,31.316297
13,005,-82.465284,31.546841
13,007,-84.430297,31.314037
13,009,-83.241122,33.078063
13,011,-83.508463,34.354518
13,013,-83.737186,33.995455
13,015,-84.826231,34.204169
13,017,-83.247693,31.726967
13,019,-83.249131,31.237493
13,021,-83.682626,32.832249
13,023,-83.331247,32.402164
13,025,-81.977459,31.216204
13,027,-83.548655,30.837012
13,029,-81.393427,31.99681
13,031,-81.763308,32.420138
13,033,-81.997814,33.095371
13,035,-83.969352,33.293882
13,037,-84.663348,31.522856
13,039,-81.631676,30.813538
13,043,-82.062304,32.398847
13,045,-85.056815,33.609074
13,047,-85.172599,34.929649
13,049,-82.020691,30.790185
13,051,-81.108938,32.02893
13,053,-84.913545,32.349165
13,055,-85.344068,34.496965
13,057,-84.50392,34.160174
13,059,-83.378904,33.950086
13,061,-85.008232,31.630115
13,063,-84.366558,33.55939
13,065,-82.742628,31.016078
13,067,-84.55088,33.944297
13,069,-82.841848,31.517865
13,071,-83.769425,31.180812
13,073,-82.159597,33.515059
13,075,-83.425062,31.150637
13,077,-84.740562,33.3812
13,079,-83.934462,32.70647
13,081,-83.778471,31.950646
13,083,-85.495865,34.885752
13,085,-84.101831,34.396658
13,087,-84.567239,30.883799
13,089,-84.251091,33.791261
13,091,-83.173539,32.206906
13,093,-83.785345,32.166935
13,095,-84.161972,31.571487
13,097,-84.730281,33.728219
13,099,-84.91652,31.333464
13,101,-83.055619,30.708966
13,103,-81.30587,32.293247
13,105,-82.87624,34.124417
13,107,-82.306416,32.58744
13,109,-81.906251,32.168472
13,111,-84.316555,34.903587
13,113,-84.5106,33.427242
13,115,-85.182477,34.25449
13,117,-84.142722,34.197311
13,119,-83.184189,34.376709
13,121,-84.391243,33.83147
13,123,-84.481682,34.678076
13,125,-82.606802,33.236512
13,127,-81.477684,31.197037
13,129,-84.905712,34.499565
13,131,-84.219762,30.879655
13,133,-83.155682,33.560828
13,135,-84.079065,33.944252
13,137,-83.54151,34.566083
13,139,-83.842856,34.284221
13,141,-82.993711,33.259541
13,143,-85.187207,33.762623
13,145,-84.901247,32.713125
13,147,-82.963016,34.353282
13,149,-85.112025,33.306549
13,151,-84.183365,33.490853
13,153,-83.656905,32.575285
13,155,-83.278598,31.60477
13,157,-83.566233,34.136301
13,159,-83.714691,33.353229
13,161,-82.602223,31.847384
13,163,-82.407688,33.056653
13,165,-81.951286,32.797166
13,167,-82.684686,32.698785
13,169,-83.55114,32.957814
13,171,-84.15489,33.075705
13,173,-83.079637,31.036041
13,175,-82.923478,32.519341
13,177,-84.165128,31.688241
13,179,-81.582814,31.831405
13,181,-82.449435,33.782614
13,183,-81.736741,31.778282
13,185,-83.27583,30.856219
13,187,-83.979815,34.5311
13,189,-82.469931,33.46066
13,191,-81.408641,31.475753
13,193,-84.037809,32.329171
13,195,-83.241082,34.106723
13,197,-84.524019,32.374113
13,199,-84.670974,33.004983
13,201,-84.732896,31.160735
13,205,-84.172003,31.217356
13,207,-83.905639,33.03012
13,209,-82.533412,32.166104
13,211,-83.485882,33.600564
13,213,-84.791191,34.779346
13,215,-84.932156,32.483375
13,217,-83.888646,33.574516
13,219,-83.449676,33.875134
13,221,-83.138394,33.912135
13,223,-84.812504,33.891984
13,225,-83.837821,32.583411
13,227,-84.437049,34.455944
13,229,-82.235804,31.318638
13,231,-84.367778,33.099305
13,233,-85.179072,34.010552
13,235,-83.476776,32.271728
13,237,-83.34714,33.31324
13,239,-85.07254,31.859279
13,241,-83.408678,34.877211
13,243,-84.752143,31.760756
13,245,-82.044752,33.428073
13,247,-84.022453,33.641461
13,249,-84.303019,32.241523
13,251,-81.63061,32.726832
13,253,-84.869835,30.972096
13,255,-84.271839,33.257988
13,257,-83.291129,34.55854
13,259,-84.756329,32.080296
13,261,-84.220371,32.0596
13,263,-84.575146,32.698719
13,265,-82.8847,33.568263
13,267,-82.050254,32.033082
13,269,-84.210755,32.563359
13,271,-82.896619,32.009269
13,273,-84.426299,31.773715
13,275,-83.947668,30.867496
13,277,-83.516286,31.45192
13,279,-82.36802,32.183315
13,281,-83.77722,34.940709
13,283,-82.587129,32.387231
13,285,-85.032807,33.03371
13,287,-83.635735,31.701271
13,289,-83.411665,32.701239
13,291,-83.99838,34.870453
13,293,-84.324727,32.905561
13,295,-85.295301,34.840037
13,297,-83.780096,33.791263
13,299,-82.382101,31.224634
13,301,-82.667136,33.405333
13,303,-82.779144,32.962351
13,305,-81.916567,31.610552
13,307,-84.559209,32.052429
13,309,-82.748971,32.147028
13,311,-83.741931,34.600736
13,313,-84.967347,34.790393
13,315,-83.414035,31.976953
13,317,-82.754044,33.758071
13,319,-83.24006,32.841652
13,321,-83.861267,31.537185
15,001,-155.41573,19.690126
15,003,-157.90885,21.376294
15,005,-156.98023,21.192297
15,007,-159.44751,22.021112
15,009,-156.50023,20.868419
16,001,-116.28613,43.612655
16,003,-116.38618,44.83161
16,005,-112.42274,42.866542
16,007,-111.33995,42.312367
16,009,-116.63985,47.273024
16,011,-112.36284,43.213232
16,013,-114.30066,43.554531
16,015,-115.98651,43.907545
16,017,-116.6359,48.23762
16,019,-112.0045,43.495588
16,021,-116.3053,48.707194
16,023,-113.29273,43.692428
16,025,-114.77873,43.353149
16,027,-116.63357,43.613378
16,029,-111.65253,42.646165
16,031,-113.74335,42.483946
16,033,-112.27404,44.180984
16,035,-116.17616,46.487064
16,037,-114.09698,44.287656
16,039,-115.71351,43.096567
16,041,-111.87341,42.101712
16,043,-111.61633,44.009206
16,045,-116.50987,43.884591
16,047,-114.75172,42.852374
16,049,-116.10374,45.969294
16,051,-111.989,43.702332
16,053,-114.44935,42.69477
16,055,-116.82484,47.73268
16,057,-116.92829,46.742558
16,059,-113.85455,45.127215
16,061,-116.26826,46.23641
16,063,-114.32256,42.970741
16,065,-111.79149,43.819881
16,067,-113.71008,42.616644
16,069,-116.95061,46.394964
16,071,-112.30781,42.177894
16,073,-116.65754,43.367466
16,075,-116.89468,44.023359
16,077,-112.82885,42.772984
16,079,-116.08149,47.513214
16,081,-111.13102,43.704041
16,083,-114.51004,42.55835
16,085,-116.06784,44.748073
16,087,-116.91804,44.30019
17,001,-91.328677,39.944461
17,003,-89.282272,37.141355
17,005,-89.432873,38.887008
17,007,-88.849277,42.291156
17,009,-90.744395,39.963504
17,011,-89.4268,41.384015
17,013,-90.639107,39.130588
17,015,-89.965751,42.071778
17,017,-90.311855,39.978616
17,019,-88.23152,40.131773
17,021,-89.253524,39.524542
17,023,-87.804166,39.349266
17,025,-88.48734,38.717267
17,027,-89.461297,38.586901
17,029,-88.259494,39.488779
17,031,-87.752517,41.864508
17,033,-87.746983,39.005347
17,035,-88.281937,39.277101
17,037,-88.732627,41.92249
17,039,-88.910961,40.171449
17,041,-88.274094,39.768047
17,043,-88.067969,41.85039
17,045,-87.716291,39.637729
17,047,-88.03956,38.403369
17,049,-88.575533,39.094705
17,051,-89.035144,38.994168
17,053,-88.216646,40.528669
17,055,-88.955866,37.962995
17,057,-90.120959,40.52078
17,059,-88.236943,37.768683
17,061,-90.37339,39.372635
17,063,-88.364,41.329668
17,065,-88.555972,38.092542
17,067,-91.197009,40.423611
17,069,-88.288715,37.479273
17,071,-90.948074,40.829968
17,073,-90.133545,41.346859
17,075,-87.827983,40.763449
17,077,-89.283529,37.752054
17,079,-88.157238,39.003294
17,081,-88.911426,38.307961
17,083,-90.322276,39.073198
17,085,-90.301043,42.411122
17,087,-88.868399,37.469004
17,089,-88.32458,41.919372
17,091,-87.84781,41.142918
17,093,-88.398919,41.66612
17,095,-90.329105,40.937241
17,097,-87.959313,42.309142
17,099,-88.897694,41.348378
17,101,-87.721909,38.716752
17,103,-89.396194,41.809423
17,105,-88.573971,40.907315
17,107,-89.362153,40.141165
17,109,-90.668349,40.4703
17,111,-88.344094,42.275797
17,113,-88.9547,40.494602
17,115,-88.947811,39.850756
17,117,-89.878241,39.195438
17,119,-90.029277,38.802682
17,121,-89.021823,38.590173
17,123,-89.319335,41.043983
17,125,-89.898977,40.287091
17,127,-88.715082,37.177304
17,129,-89.803575,40.000049
17,131,-90.689853,41.21176
17,133,-90.167947,38.355039
17,135,-89.500538,39.204311
17,137,-90.232136,39.718458
17,139,-88.61581,39.632976
17,141,-89.26488,42.025754
17,143,-89.636799,40.737879
17,145,-89.323469,38.058279
17,147,-88.583173,40.000809
17,149,-90.862663,39.620115
17,151,-88.544903,37.400583
17,153,-89.134729,37.197112
17,155,-89.265844,41.228904
17,157,-89.806312,38.082415
17,159,-88.088262,38.725474
17,161,-90.505657,41.488122
17,163,-90.010372,38.551678
17,165,-88.535923,37.754385
17,167,-89.652032,39.775119
17,169,-90.565729,40.134819
17,171,-90.462616,39.644753
17,173,-88.801888,39.397534
17,175,-89.79362,41.097776
17,177,-89.644362,42.324293
17,179,-89.539721,40.598698
17,181,-89.238742,37.46755
17,183,-87.654981,40.151567
17,185,-87.789427,38.430326
17,187,-90.635554,40.889834
17,189,-89.387357,38.360203
17,191,-88.41907,38.406175
17,193,-88.189326,38.092848
17,195,-89.823576,41.78194
17,197,-88.038923,41.558545
17,199,-88.974795,37.756678
17,201,-89.064646,42.302042
17,203,-89.280382,40.772975
18,001,-84.935746,40.757482
18,003,-85.119481,41.093379
18,005,-85.900283,39.21717
18,007,-87.29548,40.577187
18,009,-85.344268,40.470069
18,011,-86.414455,40.022279
18,013,-86.212338,39.241696
18,015,-86.600715,40.580985
18,017,-86.338885,40.747782
18,019,-85.731805,38.367247
18,021,-87.123743,39.465123
18,023,-86.511524,40.297791
18,025,-86.421077,38.311991
18,027,-87.101771,38.696308
18,029,-84.922539,39.138619
18,031,-85.493529,39.318284
18,033,-85.034235,41.379751
18,035,-85.400075,40.204795
18,037,-86.912725,38.354255
18,039,-85.909522,41.638829
18,041,-85.147385,39.640899
18,043,-85.853718,38.320044
18,045,-87.272415,40.150088
18,047,-85.070631,39.404093
18,049,-86.223483,41.058396
18,051,-87.541429,38.311547
18,053,-85.645528,40.525846
18,055,-86.999651,39.051927
18,057,-86.071407,40.006408
18,059,-85.816753,39.807885
18,061,-86.095839,38.235442
18,063,-86.426459,39.769443
18,065,-85.404664,39.927902
18,067,-86.130743,40.47214
18,069,-85.486954,40.866143
18,071,-85.94343,38.926024
18,073,-87.149012,41.066208
18,075,-85.036465,40.426062
18,077,-85.434253,38.758774
18,079,-85.64761,39.006166
18,081,-86.113656,39.549774
18,083,-87.454133,38.699612
18,085,-85.829098,41.267811
18,087,-85.454953,41.632982
18,089,-87.406076,41.536831
18,091,-86.792921,41.634978
18,093,-86.494095,38.845154
18,095,-85.703984,40.123519
18,097,-86.137214,39.796755
18,099,-86.27432,41.347031
18,101,-86.846382,38.679291
18,103,-86.068803,40.740408
18,105,-86.537783,39.164453
18,107,-86.900548,40.034391
18,109,-86.402148,39.508572
18,111,-87.382082,40.988371
18,113,-85.391314,41.415597
18,115,-84.906727,38.952677
18,117,-86.496044,38.563941
18,119,-86.800675,39.317788
18,121,-87.229039,39.756742
18,123,-86.709665,38.006221
18,125,-87.235245,38.427676
18,127,-87.106706,41.515721
18,129,-87.826829,38.013013
18,131,-86.686791,41.049179
18,133,-86.838396,39.646268
18,135,-84.998723,40.168907
18,137,-85.220396,39.15998
18,139,-85.473772,39.621116
18,141,-86.228725,41.675117
18,143,-85.763803,38.700099
18,145,-85.790697,39.538301
18,147,-87.014481,38.014581
18,149,-86.639079,41.280506
18,151,-85.01378,41.648179
18,153,-87.393493,39.101638
18,155,-85.025812,38.813616
18,157,-86.886162,40.418483
18,159,-86.05099,40.309473
18,161,-84.921422,39.619485
18,163,-87.553969,37.991352
18,165,-87.439345,39.762871
18,167,-87.388201,39.463002
18,169,-85.802391,40.854882
18,171,-87.326572,40.312479
18,173,-87.345854,38.015806
18,175,-86.088921,38.573557
18,177,-84.94781,39.841829
18,179,-85.195113,40.769242
18,181,-86.809786,40.75638
18,183,-85.479656,41.163467
19,001,-94.478094,41.340811
19,003,-94.711229,41.007209
19,005,-91.419584,43.257422
19,007,-92.86651,40.740529
19,009,-94.926913,41.679472
19,011,-92.028755,42.056843
19,013,-92.367293,42.490921
19,015,-93.898027,42.02884
19,017,-92.369831,42.746592
19,019,-91.896397,42.487673
19,021,-95.179688,42.682232
19,023,-92.762398,42.70874
19,025,-94.622139,42.399771
19,027,-94.867537,42.038627
19,029,-94.977504,41.364932
19,031,-91.13634,41.760598
19,033,-93.24583,43.135115
19,035,-95.594296,42.747751
19,037,-92.337847,43.038985
19,039,-93.777413,41.03753
19,041,-95.160065,43.124538
19,043,-91.322871,42.859437
19,045,-90.334593,41.853508
19,047,-95.358685,42.027002
19,049,-93.974668,41.670082
19,051,-92.411668,40.764632
19,053,-93.819917,40.711679
19,055,-91.382926,42.481315
19,057,-91.141346,40.833629
19,059,-95.134392,43.390357
19,061,-90.757027,42.494605
19,063,-94.754011,43.393383
19,065,-91.855005,42.822592
19,067,-92.75517,43.074388
19,069,-93.242452,42.749238
19,071,-95.619461,40.746183
19,073,-94.3749,42.029547
19,075,-92.752318,42.378917
19,077,-94.435602,41.671125
19,079,-93.764305,42.407116
19,081,-93.708898,43.090201
19,083,-93.214274,42.434746
19,085,-95.807964,41.665837
19,087,-91.537724,40.981569
19,089,-92.23318,43.361831
19,091,-94.214663,42.750153
19,093,-95.505449,42.389356
19,095,-92.046364,41.703898
19,097,-90.565015,42.139934
19,099,-93.067549,41.678804
19,101,-91.966361,41.012114
19,103,-91.554971,41.674629
19,105,-91.19351,42.133633
19,107,-92.178391,41.327334
19,109,-94.21838,43.151753
19,111,-91.396705,40.559011
19,113,-91.647263,42.009675
19,115,-91.253541,41.223086
19,117,-93.31203,41.020185
19,119,-96.213314,43.383524
19,121,-93.994267,41.343802
19,123,-92.640095,41.313015
19,125,-93.043554,41.351941
19,127,-92.937291,42.031702
19,129,-95.690439,41.048374
19,131,-92.801881,43.338313
19,133,-95.975906,42.064112
19,135,-92.829114,41.037485
19,137,-95.169023,41.00983
19,139,-91.076683,41.463407
19,141,-95.685739,43.12323
19,143,-95.676337,43.384766
19,145,-95.19124,40.745799
19,147,-94.687218,43.097596
19,149,-96.202176,42.749901
19,151,-94.699474,42.746938
19,153,-93.64384,41.61652
19,155,-95.792341,41.280016
19,157,-92.61903,41.710362
19,159,-94.229161,40.736047
19,161,-95.089749,42.376303
19,163,-90.569942,41.560659
19,165,-95.321492,41.668685
19,167,-96.16581,43.078397
19,169,-93.594756,42.027888
19,171,-92.541437,42.066911
19,173,-94.676971,40.753741
19,175,-94.316443,41.052732
19,177,-91.942845,40.743244
19,179,-92.417932,41.016398
19,181,-93.584412,41.399315
19,183,-91.698808,41.356454
19,185,-93.318348,40.743203
19,187,-94.179072,42.479317
19,189,-93.671415,43.343648
19,191,-91.816402,43.280329
19,193,-96.342006,42.483817
19,195,-93.250535,43.365545
19,197,-93.752501,42.731998
20,001,-95.367465,37.896756
20,003,-95.26314,38.247837
20,005,-95.184254,39.554814
20,007,-98.558227,37.213569
20,009,-98.758939,38.397915
20,011,-94.750045,37.844904
20,013,-95.549378,39.801297
20,015,-96.979604,37.728896
20,017,-96.563749,38.353494
20,019,-96.237026,37.111904
20,021,-94.755471,37.116483
20,023,-101.74317,39.769323
20,025,-99.865911,37.278578
20,027,-97.125879,39.359319
20,029,-97.639136,39.534182
20,031,-95.739886,38.246814
20,033,-99.368159,37.235952
20,035,-96.995462,37.175726
20,037,-94.73348,37.441595
20,039,-100.48474,39.802134
20,041,-97.147918,38.87756
20,043,-95.080699,39.78864
20,045,-95.25119,38.942551
20,047,-99.357986,37.914467
20,049,-96.23522,37.42085
20,051,-99.327963,38.880785
20,053,-98.264751,38.720358
20,055,-100.86259,37.975919
20,057,-99.991214,37.748939
20,059,-95.262389,38.600117
20,061,-96.833983,39.038526
20,063,-100.38066,39.044724
20,065,-99.859903,39.357751
20,067,-101.35178,37.579469
20,069,-100.41693,37.722428
20,071,-101.76915,38.491129
20,073,-96.224734,37.859421
20,075,-101.75909,37.981202
20,077,-98.050581,37.213228
20,079,-97.38641,38.048514
20,081,-100.89654,37.49845
